student_id,business_id,rating_1_to_5,accepted_match,feedback_comment
STU0455,BUS0080,5,True,"Scheduling was hard, but content was valuable."
STU0455,BUS0145,5,True,Mentor's experience was very relevant.
STU0456,BUS0087,5,True,"Scheduling was hard, but content was valuable."
STU0456,BUS0013,4,True,Excellent guidance on career direction.
STU0456,BUS0068,5,True,Mentor's experience was very relevant.
STU0457,BUS0017,3,True,Mentor's experience was very relevant.
STU0457,BUS0193,2,False,"Scheduling was hard, but content was valuable."
STU0458,BUS0109,5,True,Mentor's experience was very relevant.
STU0458,BUS0114,3,True,Not enough overlap in interests.
STU0458,BUS0128,4,True,"Good match, would recommend."
STU0459,BUS0061,5,True,Great alignment on skills and goals.
STU0459,BUS0056,5,True,Mentor's experience was very relevant.
STU0459,BUS0134,5,True,Excellent guidance on career direction.
STU0460,BUS0107,4,True,Not enough overlap in interests.
STU0460,BUS0057,4,True,Excellent guidance on career direction.
STU0460,BUS0183,5,True,"Good match, would recommend."
STU0461,BUS0113,5,True,"Scheduling was hard, but content was valuable."
STU0461,BUS0112,2,False,Great alignment on skills and goals.
STU0462,BUS0181,5,True,Excellent guidance on career direction.
STU0462,BUS0074,4,True,"Scheduling was hard, but content was valuable."
STU0463,BUS0174,3,True,Excellent guidance on career direction.
STU0463,BUS0013,5,True,Great alignment on skills and goals.
STU0464,BUS0050,5,True,Excellent guidance on career direction.
STU0464,BUS0045,5,True,Excellent guidance on career direction.
STU0465,BUS0125,3,True,"Good match, would recommend."
STU0465,BUS0117,5,True,"Scheduling was hard, but content was valuable."
STU0466,BUS0088,5,True,"Good match, would recommend."
STU0466,BUS0008,4,True,Mentor's experience was very relevant.
STU0466,BUS0093,5,True,Somewhat helpful but not a strong fit.
STU0467,BUS0019,4,True,"Scheduling was hard, but content was valuable."
STU0467,BUS0143,3,True,"Scheduling was hard, but content was valuable."
STU0467,BUS0098,5,True,Great alignment on skills and goals.
STU0468,BUS0003,4,True,Not enough overlap in interests.
STU0468,BUS0152,1,False,Not enough overlap in interests.
STU0468,BUS0082,5,True,Mentor's experience was very relevant.
STU0469,BUS0019,5,True,Great alignment on skills and goals.
STU0469,BUS0143,4,True,Not enough overlap in interests.
STU0469,BUS0097,4,True,Great alignment on skills and goals.
STU0470,BUS0190,3,True,"Good match, would recommend."
STU0470,BUS0119,5,True,"Good match, would recommend."
STU0470,BUS0105,4,True,"Scheduling was hard, but content was valuable."
STU0471,BUS0089,5,True,Excellent guidance on career direction.
STU0471,BUS0131,5,True,Excellent guidance on career direction.
STU0471,BUS0090,4,True,Mentor's experience was very relevant.
STU0472,BUS0171,5,True,Not enough overlap in interests.
STU0472,BUS0031,4,True,Great alignment on skills and goals.
STU0474,BUS0154,3,True,Great alignment on skills and goals.
STU0474,BUS0027,2,False,Great alignment on skills and goals.
STU0475,BUS0011,4,True,Not enough overlap in interests.
STU0476,BUS0173,5,True,"Scheduling was hard, but content was valuable."
STU0476,BUS0049,4,True,Somewhat helpful but not a strong fit.
STU0476,BUS0020,5,True,Not enough overlap in interests.
STU0477,BUS0186,5,True,Mentor's experience was very relevant.
STU0477,BUS0168,2,False,"Good match, would recommend."
STU0477,BUS0125,5,True,Mentor's experience was very relevant.
STU0478,BUS0058,5,True,"Good match, would recommend."
STU0478,BUS0173,5,True,Excellent guidance on career direction.
STU0479,BUS0029,3,True,Mentor's experience was very relevant.
STU0480,BUS0031,5,True,"Scheduling was hard, but content was valuable."
STU0480,BUS0039,4,True,"Good match, would recommend."
STU0481,BUS0150,4,True,Great alignment on skills and goals.
STU0482,BUS0133,5,True,Somewhat helpful but not a strong fit.
STU0482,BUS0142,5,True,"Good match, would recommend."
STU0483,BUS0182,4,True,Mentor's experience was very relevant.
STU0484,BUS0013,4,True,Mentor's experience was very relevant.
STU0484,BUS0115,5,True,Excellent guidance on career direction.
STU0484,BUS0158,3,True,Somewhat helpful but not a strong fit.
STU0485,BUS0081,5,True,"Scheduling was hard, but content was valuable."
STU0485,BUS0009,5,True,"Scheduling was hard, but content was valuable."
STU0485,BUS0164,5,True,Great alignment on skills and goals.
STU0486,BUS0054,5,True,Not enough overlap in interests.
STU0487,BUS0086,5,True,"Good match, would recommend."
STU0487,BUS0123,5,True,Somewhat helpful but not a strong fit.
STU0487,BUS0035,5,True,Excellent guidance on career direction.
STU0488,BUS0047,2,False,Excellent guidance on career direction.
STU0488,BUS0038,5,True,"Good match, would recommend."
STU0488,BUS0152,5,True,Mentor's experience was very relevant.
STU0489,BUS0138,4,True,Not enough overlap in interests.
STU0490,BUS0127,5,True,Somewhat helpful but not a strong fit.
STU0491,BUS0162,5,True,Somewhat helpful but not a strong fit.
STU0491,BUS0099,5,True,"Scheduling was hard, but content was valuable."
STU0492,BUS0189,2,False,Mentor's experience was very relevant.
STU0492,BUS0152,3,True,Excellent guidance on career direction.
STU0492,BUS0029,4,True,Somewhat helpful but not a strong fit.
STU0493,BUS0075,5,True,Great alignment on skills and goals.
STU0495,BUS0013,4,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0186,5,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0021,5,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0146,1,False,Mentor's experience was very relevant.
STU0497,BUS0106,1,False,"Scheduling was hard, but content was valuable."
STU0497,BUS0011,3,True,"Scheduling was hard, but content was valuable."
STU0497,BUS0091,4,True,"Scheduling was hard, but content was valuable."
STU0498,BUS0086,5,True,Mentor's experience was very relevant.
STU0498,BUS0054,4,True,Excellent guidance on career direction.
STU0499,BUS0049,4,True,Not enough overlap in interests.
STU0499,BUS0183,5,True,Somewhat helpful but not a strong fit.
STU0500,BUS0123,4,True,Not enough overlap in interests.
